filename,scene_label,city,device,fold,scene_label_num
audio/airport-lisbon-1114-42155-3-c.wav,airport,lisbon,c,0,0
audio/airport-lisbon-1114-43268-1-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1114-43732-0-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1114-43869-2-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1114-42155-7-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1114-40861-1-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1114-43793-1-b.wav,airport,lisbon,b,2,0
audio/airport-lisbon-1122-42582-0-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1122-42582-9-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1114-43022-7-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1114-40895-4-s2.wav,airport,lisbon,s,1,0
audio/airport-lisbon-1000-40643-8-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1000-41194-0-c.wav,airport,lisbon,c,4,0
audio/airport-lisbon-1114-41736-3-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1000-42898-1-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1122-43712-8-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1122-41037-0-s2.wav,airport,lisbon,s,4,0
audio/airport-lisbon-1000-40329-6-s2.wav,airport,lisbon,s,0,0
audio/airport-lisbon-1114-44053-6-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1114-44053-1-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1000-43865-6-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1114-42954-9-b.wav,airport,lisbon,b,2,0
audio/airport-lisbon-1000-43679-5-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1114-42155-9-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1114-40213-9-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1122-41877-7-s1.wav,airport,lisbon,s,1,0
audio/airport-lisbon-1122-42212-1-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1000-40329-9-s2.wav,airport,lisbon,s,2,0
audio/airport-lisbon-1000-40280-5-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1114-41743-2-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1114-40411-4-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1114-42669-0-b.wav,airport,lisbon,b,1,0
audio/airport-lisbon-1114-40411-6-s3.wav,airport,lisbon,s,1,0
audio/airport-lisbon-1000-43327-2-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1114-42155-5-c.wav,airport,lisbon,c,3,0
audio/airport-lisbon-1122-40888-0-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1122-40819-4-s2.wav,airport,lisbon,s,1,0
audio/airport-lisbon-1114-43869-3-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1000-42274-7-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1122-42166-2-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1122-43880-3-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1114-43635-3-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1122-42768-5-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1122-43393-0-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1000-42611-4-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1000-40242-4-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1122-40244-9-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1114-40213-3-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1114-43900-2-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1114-43788-0-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1122-43880-3-s3.wav,airport,lisbon,s,0,0
audio/airport-lisbon-1000-40647-5-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1114-44053-5-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1122-43015-4-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1114-41736-1-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1000-44083-3-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1122-43880-9-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1000-42416-0-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1122-41877-2-s1.wav,airport,lisbon,s,3,0
audio/airport-lisbon-1122-42055-4-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1114-43793-4-s1.wav,airport,lisbon,s,0,0
audio/airport-lisbon-1114-42954-5-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1122-43393-9-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1000-41411-5-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1000-40073-4-s2.wav,airport,lisbon,s,2,0
audio/airport-lisbon-1122-40326-8-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1122-43364-8-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1000-41706-2-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1122-43741-8-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1114-42954-1-b.wav,airport,lisbon,b,2,0
audio/airport-lisbon-1000-42611-6-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1000-41698-7-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1122-42593-6-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1122-40326-0-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1000-40073-5-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1114-44053-6-s3.wav,airport,lisbon,s,3,0
audio/airport-lisbon-1122-42582-8-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1114-40495-1-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1122-40992-7-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1122-43364-2-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1114-40895-9-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1000-41411-7-s3.wav,airport,lisbon,s,0,0
audio/airport-lisbon-1122-43567-6-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1122-40971-1-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1114-42711-8-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1000-40463-2-s1.wav,airport,lisbon,s,2,0
audio/airport-lisbon-1000-41194-6-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1114-43869-0-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1114-42669-8-b.wav,airport,lisbon,b,0,0
audio/airport-lisbon-1122-43741-9-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1122-43567-4-b.wav,airport,lisbon,b,0,0
audio/airport-lisbon-1000-43327-5-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1114-40895-9-s3.wav,airport,lisbon,s,0,0
audio/airport-lisbon-1122-42582-5-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1114-43635-1-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1000-43679-0-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1122-41394-4-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1000-40242-3-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1122-40344-6-b.wav,airport,lisbon,b,4,0
audio/airport-lisbon-1114-43268-5-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1122-41877-8-s1.wav,airport,lisbon,s,1,0
audio/airport-lisbon-1122-42956-2-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1000-40342-1-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1000-40342-7-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1114-42529-1-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1114-43869-7-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1122-43307-4-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1000-42902-1-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1122-43015-7-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1122-41661-6-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1114-42669-1-b.wav,airport,lisbon,b,3,0
audio/airport-lisbon-1114-40411-8-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1114-42954-1-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1122-42956-6-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1114-42707-4-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1122-40888-4-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1122-40888-7-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1000-43327-1-c.wav,airport,lisbon,c,1,0
audio/airport-lisbon-1114-43793-0-b.wav,airport,lisbon,b,4,0
audio/airport-lisbon-1000-41698-8-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1114-40219-2-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1000-40463-8-s1.wav,airport,lisbon,s,4,0
audio/airport-lisbon-1000-42416-1-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1114-41409-3-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1000-41698-3-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1000-43865-9-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1000-41194-9-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1122-43249-1-c.wav,airport,lisbon,c,3,0
audio/airport-lisbon-1122-40992-1-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1122-43393-7-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1122-41837-1-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1000-40643-3-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1122-40660-4-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1000-41411-2-s3.wav,airport,lisbon,s,4,0
audio/airport-lisbon-1000-42611-0-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1122-43015-2-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1114-43068-2-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1000-42274-6-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1000-41706-3-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1122-40344-9-b.wav,airport,lisbon,b,3,0
audio/airport-lisbon-1122-41877-3-s1.wav,airport,lisbon,s,2,0
audio/airport-lisbon-1000-42196-9-c.wav,airport,lisbon,c,1,0
audio/airport-lisbon-1114-40725-2-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1122-43393-6-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1000-41194-3-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1122-41394-3-b.wav,airport,lisbon,b,2,0
audio/airport-lisbon-1000-40280-3-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1114-43142-4-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1000-43327-1-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1000-44083-4-s2.wav,airport,lisbon,s,3,0
audio/airport-lisbon-1114-40861-9-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1000-43327-0-c.wav,airport,lisbon,c,3,0
audio/airport-lisbon-1122-41917-0-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1000-42860-6-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1114-40725-8-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1114-43732-4-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1122-43567-6-b.wav,airport,lisbon,b,3,0
audio/airport-lisbon-1114-42954-6-b.wav,airport,lisbon,b,1,0
audio/airport-lisbon-1000-42196-4-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1000-41698-9-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1114-40219-0-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1122-40244-6-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1000-41735-3-c.wav,airport,lisbon,c,2,0
audio/airport-lisbon-1122-43249-2-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1114-42529-9-s1.wav,airport,lisbon,s,1,0
audio/airport-lisbon-1000-41323-7-s2.wav,airport,lisbon,s,0,0
audio/airport-lisbon-1000-41735-9-c.wav,airport,lisbon,c,2,0
audio/airport-lisbon-1122-41270-0-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1114-40895-3-s3.wav,airport,lisbon,s,3,0
audio/airport-lisbon-1000-41194-4-c.wav,airport,lisbon,c,2,0
audio/airport-lisbon-1114-42954-4-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1114-42155-2-s3.wav,airport,lisbon,s,0,0
audio/airport-lisbon-1114-42529-2-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1114-43120-9-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1000-40000-9-s3.wav,airport,lisbon,s,4,0
audio/airport-lisbon-1114-43120-1-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1122-40334-9-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1114-43635-0-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1000-41706-9-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1000-40463-6-s1.wav,airport,lisbon,s,1,0
audio/airport-lisbon-1114-42155-0-s3.wav,airport,lisbon,s,3,0
audio/airport-lisbon-1122-43364-9-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1114-43268-4-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1114-43788-1-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1122-42212-2-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1000-42902-0-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1000-40000-4-s3.wav,airport,lisbon,s,3,0
audio/airport-lisbon-1000-42860-4-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1000-43679-6-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1122-43880-1-s3.wav,airport,lisbon,s,2,0
audio/airport-lisbon-1114-42669-4-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1114-40861-7-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1114-43635-7-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1000-41411-1-s3.wav,airport,lisbon,s,0,0
audio/airport-lisbon-1000-43069-6-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1000-42902-4-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1000-41411-1-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1114-40861-6-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1000-41312-2-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1114-40895-6-s3.wav,airport,lisbon,s,2,0
audio/airport-lisbon-1114-43635-2-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1000-40000-6-s3.wav,airport,lisbon,s,4,0
audio/airport-lisbon-1000-42904-7-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1122-40344-7-b.wav,airport,lisbon,b,0,0
audio/airport-lisbon-1000-42196-3-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1114-40796-8-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1000-41194-7-c.wav,airport,lisbon,c,3,0
audio/airport-lisbon-1000-41411-7-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1000-42406-4-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1122-40244-8-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1122-41037-9-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1000-41323-2-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1114-41503-1-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1114-43900-7-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1122-41877-8-c.wav,airport,lisbon,c,0,0
audio/airport-lisbon-1000-41735-2-c.wav,airport,lisbon,c,1,0
audio/airport-lisbon-1000-43327-8-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1114-43068-6-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1000-44083-5-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1122-41394-8-b.wav,airport,lisbon,b,1,0
audio/airport-lisbon-1122-43567-0-b.wav,airport,lisbon,b,2,0
audio/airport-lisbon-1000-41194-7-b.wav,airport,lisbon,b,1,0
audio/airport-lisbon-1114-40861-3-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1114-43900-4-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1114-40725-6-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1000-44083-8-s2.wav,airport,lisbon,s,4,0
audio/airport-lisbon-1000-40329-1-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1122-40819-6-s2.wav,airport,lisbon,s,1,0
audio/airport-lisbon-1114-42954-0-b.wav,airport,lisbon,b,0,0
audio/airport-lisbon-1122-40344-1-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1122-43249-8-s1.wav,airport,lisbon,s,3,0
audio/airport-lisbon-1000-43679-5-s1.wav,airport,lisbon,s,0,0
audio/airport-lisbon-1122-43685-3-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1114-43142-6-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1114-42529-7-s1.wav,airport,lisbon,s,1,0
audio/airport-lisbon-1122-43567-9-b.wav,airport,lisbon,b,3,0
audio/airport-lisbon-1000-42902-7-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1122-43712-5-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1122-43787-0-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1122-43567-7-b.wav,airport,lisbon,b,4,0
audio/airport-lisbon-1114-43869-1-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1000-41312-4-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1114-42155-8-s3.wav,airport,lisbon,s,0,0
audio/airport-lisbon-1114-43788-6-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1000-43327-9-c.wav,airport,lisbon,c,1,0
audio/airport-lisbon-1122-41270-6-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1114-41658-5-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1122-41837-8-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1000-42416-8-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1000-42196-8-c.wav,airport,lisbon,c,4,0
audio/airport-lisbon-1114-42155-8-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1114-43788-9-c.wav,airport,lisbon,c,2,0
audio/airport-lisbon-1114-43788-5-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1000-42904-6-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1114-40895-4-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1000-44083-9-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1114-42669-0-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1122-43249-5-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1114-42669-4-b.wav,airport,lisbon,b,4,0
audio/airport-lisbon-1122-41661-5-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1000-40329-6-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1114-40495-3-s3.wav,airport,lisbon,s,4,0
audio/airport-lisbon-1122-40971-5-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1122-41037-7-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1114-42155-4-s3.wav,airport,lisbon,s,2,0
audio/airport-lisbon-1122-43787-3-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1122-40344-4-b.wav,airport,lisbon,b,2,0
audio/airport-lisbon-1114-40895-9-s2.wav,airport,lisbon,s,3,0
audio/airport-lisbon-1000-42898-4-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1000-40849-1-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1122-40344-3-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1000-42196-5-c.wav,airport,lisbon,c,4,0
audio/airport-lisbon-1122-41270-8-s2.wav,airport,lisbon,s,2,0
audio/airport-lisbon-1000-40647-4-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1114-42155-2-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1000-41323-9-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1122-41877-0-c.wav,airport,lisbon,c,4,0
audio/airport-lisbon-1122-43741-2-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1122-43685-2-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1122-41037-5-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1114-44053-2-s3.wav,airport,lisbon,s,2,0
audio/airport-lisbon-1122-41661-3-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1122-40819-2-s2.wav,airport,lisbon,s,3,0
audio/airport-lisbon-1114-40219-1-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1122-42166-8-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1122-40819-0-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1114-43635-9-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1000-41698-0-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1114-43022-5-a.wav,airport,lisbon,a,3,0
audio/airport-lisbon-1000-41698-2-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1122-43393-4-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1114-41409-0-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1122-40660-8-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1114-41409-4-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1122-43393-8-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1122-43712-7-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1122-41037-7-s2.wav,airport,lisbon,s,4,0
audio/airport-lisbon-1114-44053-3-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1000-40329-3-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1122-41394-4-b.wav,airport,lisbon,b,3,0
audio/airport-lisbon-1000-40242-8-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1000-40528-5-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1114-42707-9-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1114-42669-5-b.wav,airport,lisbon,b,0,0
audio/airport-lisbon-1122-41394-1-b.wav,airport,lisbon,b,4,0
audio/airport-lisbon-1122-43880-2-a.wav,airport,lisbon,a,1,0
audio/airport-lisbon-1114-42954-2-b.wav,airport,lisbon,b,1,0
audio/airport-lisbon-1000-41194-1-c.wav,airport,lisbon,c,0,0
audio/airport-lisbon-1114-42155-1-s3.wav,airport,lisbon,s,2,0
audio/airport-lisbon-1122-41917-7-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1000-40647-9-a.wav,airport,lisbon,a,2,0
audio/airport-lisbon-1114-41467-4-a.wav,airport,lisbon,a,4,0
audio/airport-lisbon-1000-43327-8-c.wav,airport,lisbon,c,0,0
audio/airport-lisbon-1000-42611-1-a.wav,airport,lisbon,a,0,0
audio/airport-lisbon-1122-41917-3-a.wav,airport,lisbon,a,3,0
